StrongsOne ^ StrongsTwo ^ Count
816 ^ 1544 ^ 1
816 ^ 1818 ^ 1
816 ^ 5358 ^ 1
816 ^ 935 ^ 1
816 ^ 1245 ^ 1
816 ^ 1931 ^ 1
816 ^ 1168 ^ 1
816 ^ 3588 ^ 1
816 ^ 2098 ^ 1
7941 ^ 408 ^ 2
7941 ^ 859 ^ 1
7941 ^ 8354 ^ 1
7941 ^ 3808 ^ 1
7941 ^ 5258 ^ 1
7941 ^ 3605 ^ 1
7941 ^ 4616 ^ 1
7941 ^ 398 ^ 1
7941 ^ 8210 ^ 1
7941 ^ 1993 ^ 1
7941 ^ 6 ^ 1
7941 ^ 309 ^ 1
7941 ^ 4843 ^ 1
7941 ^ 8582 ^ 1
7941 ^ 1104 ^ 1
7941 ^ 7686 ^ 1
7941 ^ 4279 ^ 1
7941 ^ 1961 ^ 1
183 ^ 8378 ^ 3
183 ^ 559 ^ 3
183 ^ 1961 ^ 2
183 ^ 4303 ^ 2
183 ^ 7453 ^ 1
183 ^ 398 ^ 1
183 ^ 1241 ^ 1
183 ^ 1732 ^ 1
183 ^ 6213 ^ 1
183 ^ 3308 ^ 1
183 ^ 4186 ^ 1
183 ^ 369 ^ 1
183 ^ 7451 ^ 1
183 ^ 430 ^ 1
183 ^ 3915 ^ 1
183 ^ 605 ^ 1
183 ^ 853 ^ 1
183 ^ 1063 ^ 1
3323 ^ 7698 ^ 2
3323 ^ 1062 ^ 2
3323 ^ 5921 ^ 2
3323 ^ 3605 ^ 1
3323 ^ 7225 ^ 1
3323 ^ 2132 ^ 1
3323 ^ 1706 ^ 1
3323 ^ 723 ^ 1
3323 ^ 834 ^ 1
3323 ^ 3548 ^ 1
3323 ^ 413 ^ 1
3323 ^ 4687 ^ 1
3323 ^ 214 ^ 1
3323 ^ 7235 ^ 1
3323 ^ 1992 ^ 1
3323 ^ 535 ^ 1
3323 ^ 7646 ^ 1
3323 ^ 5975 ^ 1
5360 ^ 3068 ^ 4
5360 ^ 4480 ^ 4
5360 ^ 5358 ^ 2
5360 ^ 1964 ^ 2
5360 ^ 1121 ^ 1
5360 ^ 113 ^ 1
5360 ^ 8213 ^ 1
5360 ^ 1696 ^ 1
5360 ^ 1818 ^ 1
5360 ^ 410 ^ 1
5360 ^ 3313 ^ 1
5360 ^ 1471 ^ 1
5360 ^ 7999 ^ 1
5360 ^ 2717 ^ 1
5360 ^ 3605 ^ 1
5360 ^ 123 ^ 1
5360 ^ 5002 ^ 1
5360 ^ 2534 ^ 1
3490 ^ 490 ^ 15
3490 ^ 3808 ^ 4
3490 ^ 3738 ^ 1
3490 ^ 1792 ^ 1
3490 ^ 2254 ^ 1
3490 ^ 4480 ^ 1
3490 ^ 3588 ^ 1
3490 ^ 1790 ^ 1
3490 ^ 1781 ^ 1
3490 ^ 6663 ^ 1
3490 ^ 802 ^ 1
3490 ^ 7378 ^ 1
3490 ^ 6743 ^ 1
3490 ^ 589 ^ 1
3490 ^ 369 ^ 1
3490 ^ 7355 ^ 1
3490 ^ 1616 ^ 1
3490 ^ 5186 ^ 1
6643 ^ 176 ^ 5
6643 ^ 776 ^ 4
6643 ^ 354 ^ 3
6643 ^ 3180 ^ 2
6643 ^ 8597 ^ 2
6643 ^ 3605 ^ 2
6643 ^ 3478 ^ 1
6643 ^ 5921 ^ 1
6643 ^ 4480 ^ 1
6643 ^ 3519 ^ 1
6643 ^ 6629 ^ 1
6643 ^ 4467 ^ 1
6643 ^ 7043 ^ 1
6643 ^ 6662 ^ 1
6643 ^ 6843 ^ 1
6643 ^ 5159 ^ 1
6643 ^ 5716 ^ 1
6643 ^ 6944 ^ 1
1346 ^ 7834 ^ 1
1346 ^ 341 ^ 1
1346 ^ 5462 ^ 1
1346 ^ 1814 ^ 1
1346 ^ 937 ^ 1
1346 ^ 6213 ^ 1
1346 ^ 935 ^ 1
1346 ^ 5542 ^ 1
1346 ^ 5921 ^ 1
1346 ^ 6059 ^ 1
1346 ^ 8193 ^ 1
1346 ^ 8213 ^ 1
1346 ^ 1433 ^ 1
1346 ^ 6184 ^ 1
1346 ^ 1347 ^ 1
1346 ^ 5973 ^ 1
1346 ^ 7312 ^ 1
1346 ^ 3808 ^ 1
4256 ^ 6242 ^ 13
4256 ^ 3548 ^ 4
4256 ^ 7778 ^ 3
4256 ^ 1121 ^ 2
4256 ^ 7626 ^ 1
4256 ^ 935 ^ 1
4256 ^ 7223 ^ 1
4256 ^ 8145 ^ 1
4256 ^ 4732 ^ 1
4256 ^ 5990 ^ 1
4256 ^ 8334 ^ 1
4256 ^ 8179 ^ 1
4256 ^ 376 ^ 1
4256 ^ 1419 ^ 1
4256 ^ 3791 ^ 1
4256 ^ 4428 ^ 1
4256 ^ 3063 ^ 1
4256 ^ 5002 ^ 1
2167 ^ 8034 ^ 9
2167 ^ 3068 ^ 6
2167 ^ 430 ^ 5
2167 ^ 7878 ^ 2
2167 ^ 3808 ^ 2
2167 ^ 2167 ^ 2
2167 ^ 3816 ^ 2
2167 ^ 3658 ^ 2
2167 ^ 1369 ^ 1
2167 ^ 5035 ^ 1
2167 ^ 4428 ^ 1
2167 ^ 7919 ^ 1
2167 ^ 3588 ^ 1
2167 ^ 3519 ^ 1
2167 ^ 136 ^ 1
2167 ^ 5315 ^ 1
2167 ^ 637 ^ 1
2167 ^ 8596 ^ 1
7493 ^ 4480 ^ 8
7493 ^ 853 ^ 3
7493 ^ 4146 ^ 2
7493 ^ 1571 ^ 1
7493 ^ 697 ^ 1
7493 ^ 1346 ^ 1
7493 ^ 6480 ^ 1
7493 ^ 8064 ^ 1
7493 ^ 3844 ^ 1
7493 ^ 4467 ^ 1
7493 ^ 3605 ^ 1
7493 ^ 1471 ^ 1
7493 ^ 2201 ^ 1
7493 ^ 2342 ^ 1
7493 ^ 6963 ^ 1
7493 ^ 8121 ^ 1
7493 ^ 3068 ^ 1
7493 ^ 1214 ^ 1
5833 ^ 3068 ^ 3
5833 ^ 4480 ^ 2
5833 ^ 3808 ^ 1
5833 ^ 8454 ^ 1
5833 ^ 8179 ^ 1
5833 ^ 5203 ^ 1
5833 ^ 136 ^ 1
5833 ^ 6403 ^ 1
5833 ^ 6299 ^ 1
5833 ^ 6869 ^ 1
5833 ^ 6738 ^ 1
5833 ^ 5315 ^ 1
5833 ^ 575 ^ 1
5833 ^ 5337 ^ 1
5833 ^ 8172 ^ 1
5833 ^ 6466 ^ 1
5833 ^ 7725 ^ 1
5833 ^ 6836 ^ 1
6684 ^ 1931 ^ 2
6684 ^ 7651 ^ 2
6684 ^ 1058 ^ 2
6684 ^ 5704 ^ 1
6684 ^ 6685 ^ 1
6684 ^ 3201 ^ 1
6684 ^ 7901 ^ 1
6684 ^ 1245 ^ 1
6684 ^ 6419 ^ 1
6684 ^ 5921 ^ 1
6684 ^ 3651 ^ 1
6684 ^ 7200 ^ 1
6684 ^ 7379 ^ 1
6684 ^ 3117 ^ 1
6684 ^ 369 ^ 1
6684 ^ 5594 ^ 1
6684 ^ 6684 ^ 1
6684 ^ 589 ^ 1
4410 ^ 4480 ^ 3
4410 ^ 1961 ^ 2
4410 ^ 834 ^ 1
4410 ^ 3789 ^ 1
4410 ^ 8033 ^ 1
4410 ^ 5921 ^ 1
4410 ^ 5892 ^ 1
4410 ^ 3027 ^ 1
4410 ^ 5437 ^ 1
4410 ^ 3588 ^ 1
4410 ^ 7346 ^ 1
4410 ^ 3478 ^ 1
4410 ^ 935 ^ 1
4410 ^ 1732 ^ 1
4410 ^ 3068 ^ 1
4410 ^ 369 ^ 1
4410 ^ 6797 ^ 1
4410 ^ 7227 ^ 1
3088 ^ 1121 ^ 7
3088 ^ 4428 ^ 5
3088 ^ 559 ^ 2
3088 ^ 4427 ^ 1
3088 ^ 3318 ^ 1
3088 ^ 7725 ^ 1
3088 ^ 7200 ^ 1
3088 ^ 2015 ^ 1
3088 ^ 996 ^ 1
3088 ^ 274 ^ 1
3088 ^ 3548 ^ 1
3088 ^ 3588 ^ 1
3088 ^ 6965 ^ 1
3088 ^ 7970 ^ 1
3088 ^ 5674 ^ 1
3088 ^ 853 ^ 1
3088 ^ 413 ^ 1
3088 ^ 802 ^ 1
2186 ^ 5769 ^ 2
2186 ^ 5315 ^ 2
2186 ^ 5704 ^ 1
2186 ^ 4480 ^ 1
2186 ^ 4604 ^ 1
2186 ^ 4100 ^ 1
2186 ^ 3637 ^ 1
2186 ^ 408 ^ 1
2186 ^ 6555 ^ 1
2186 ^ 430 ^ 1
2186 ^ 5331 ^ 1
2186 ^ 3988 ^ 1
2186 ^ 3808 ^ 1
2186 ^ 5104 ^ 1
2186 ^ 4196 ^ 1
2186 ^ 2896 ^ 1
2186 ^ 639 ^ 1
2186 ^ 3588 ^ 1
1005 ^ 426 ^ 23
1005 ^ 3635 ^ 2
1005 ^ 1768 ^ 2
1005 ^ 7229 ^ 1
1005 ^ 1541 ^ 1
1005 ^ 5609 ^ 1
1005 ^ 1124 ^ 1
1005 ^ 2211 ^ 1
1005 ^ 5648 ^ 1
1005 ^ 3319 ^ 1
1005 ^ 7761 ^ 1
1005 ^ 3046 ^ 1
1005 ^ 7739 ^ 1
1005 ^ 7487 ^ 1
1005 ^ 4437 ^ 1
1005 ^ 4433 ^ 1
1005 ^ 6925 ^ 1
1005 ^ 3551 ^ 1
7845 ^ 2416 ^ 3
7845 ^ 8008 ^ 1
7845 ^ 859 ^ 1
7845 ^ 4672 ^ 1
7845 ^ 215 ^ 1
7845 ^ 6466 ^ 1
7845 ^ 6213 ^ 1
7845 ^ 6083 ^ 1
7845 ^ 2600 ^ 1
7845 ^ 1818 ^ 1
7845 ^ 3738 ^ 1
7845 ^ 5849 ^ 1
7845 ^ 5307 ^ 1
7845 ^ 1097 ^ 1
7845 ^ 3808 ^ 1
7845 ^ 935 ^ 1
7845 ^ 4191 ^ 1
7845 ^ 3068 ^ 1
9748 ^ 11206 ^ 8
9748 ^ 10608 ^ 4
9748 ^ 10867 ^ 3
9748 ^ 12038 ^ 3
9748 ^ 9249 ^ 1
9748 ^ 10750 ^ 1
9748 ^ 9520 ^ 1
9748 ^ 11780 ^ 1
9748 ^ 9748 ^ 1
9748 ^ 14103 ^ 1
9748 ^ 12428 ^ 1
9748 ^ 12262 ^ 1
9748 ^ 12618 ^ 1
9748 ^ 10866 ^ 1
9748 ^ 12430 ^ 1
9748 ^ 8839 ^ 1
9748 ^ 10396 ^ 1
9748 ^ 9835 ^ 1
11123 ^ 11206 ^ 15
11123 ^ 10193 ^ 4
11123 ^ 14017 ^ 3
11123 ^ 13774 ^ 2
11123 ^ 9430 ^ 2
11123 ^ 10396 ^ 1
11123 ^ 9737 ^ 1
11123 ^ 9147 ^ 1
11123 ^ 12682 ^ 1
11123 ^ 9897 ^ 1
11123 ^ 12428 ^ 1
11123 ^ 11117 ^ 1
11123 ^ 12499 ^ 1
11123 ^ 8865 ^ 1
11123 ^ 9995 ^ 1
11123 ^ 12686 ^ 1
11123 ^ 12262 ^ 1
11123 ^ 14281 ^ 1
10281 ^ 10211 ^ 10
10281 ^ 9249 ^ 3
10281 ^ 10193 ^ 3
10281 ^ 12988 ^ 2
10281 ^ 10396 ^ 2
10281 ^ 12365 ^ 2
10281 ^ 9897 ^ 1
10281 ^ 12430 ^ 1
10281 ^ 10238 ^ 1
10281 ^ 11230 ^ 1
10281 ^ 10755 ^ 1
10281 ^ 10528 ^ 1
10281 ^ 9581 ^ 1
10281 ^ 12834 ^ 1
10281 ^ 12518 ^ 1
10281 ^ 9470 ^ 1
10281 ^ 13116 ^ 1
10281 ^ 10583 ^ 1
12383 ^ 11206 ^ 6
12383 ^ 10990 ^ 4
12383 ^ 10738 ^ 3
12383 ^ 11869 ^ 2
12383 ^ 10396 ^ 2
12383 ^ 9737 ^ 2
12383 ^ 8909 ^ 2
12383 ^ 10161 ^ 2
12383 ^ 13492 ^ 1
12383 ^ 11678 ^ 1
12383 ^ 9897 ^ 1
12383 ^ 11349 ^ 1
12383 ^ 12912 ^ 1
12383 ^ 11046 ^ 1
12383 ^ 14022 ^ 1
12383 ^ 9109 ^ 1
12383 ^ 12262 ^ 1
12383 ^ 12515 ^ 1
8863 ^ 8865 ^ 2
8863 ^ 12845 ^ 2
8863 ^ 12776 ^ 2
8863 ^ 9239 ^ 1
8863 ^ 11098 ^ 1
8863 ^ 10505 ^ 1
8863 ^ 9946 ^ 1
8863 ^ 12262 ^ 1
8863 ^ 11206 ^ 1
8863 ^ 9688 ^ 1
8863 ^ 9835 ^ 1
8863 ^ 9897 ^ 1
8863 ^ 10161 ^ 1
8863 ^ 12900 ^ 1
8863 ^ 12518 ^ 1
8863 ^ 9249 ^ 1
8863 ^ 12430 ^ 1
8863 ^ 9602 ^ 1
11594 ^ 10902 ^ 5
11594 ^ 11206 ^ 5
11594 ^ 12000 ^ 4
11594 ^ 12428 ^ 4
11594 ^ 9835 ^ 2
11594 ^ 12262 ^ 2
11594 ^ 8909 ^ 2
11594 ^ 10750 ^ 2
11594 ^ 11270 ^ 2
11594 ^ 10738 ^ 2
11594 ^ 10193 ^ 1
11594 ^ 9741 ^ 1
11594 ^ 13801 ^ 1
11594 ^ 8816 ^ 1
11594 ^ 10990 ^ 1
11594 ^ 9122 ^ 1
11594 ^ 11523 ^ 1
11594 ^ 11847 ^ 1
12078 ^ 13883 ^ 7
12078 ^ 12262 ^ 5
12078 ^ 9522 ^ 5
12078 ^ 13933 ^ 4
12078 ^ 8914 ^ 2
12078 ^ 9520 ^ 2
12078 ^ 10365 ^ 2
12078 ^ 11206 ^ 2
12078 ^ 13349 ^ 1
12078 ^ 10922 ^ 1
12078 ^ 12430 ^ 1
12078 ^ 12428 ^ 1
12078 ^ 12124 ^ 1
12078 ^ 11839 ^ 1
12078 ^ 13798 ^ 1
12078 ^ 10112 ^ 1
12078 ^ 9132 ^ 1
12078 ^ 12406 ^ 1
10595 ^ 9520 ^ 10
10595 ^ 12428 ^ 8
10595 ^ 12262 ^ 6
10595 ^ 12430 ^ 2
10595 ^ 13774 ^ 1
10595 ^ 9522 ^ 1
10595 ^ 10396 ^ 1
10595 ^ 11283 ^ 1
10595 ^ 12748 ^ 1
10595 ^ 9897 ^ 1
10595 ^ 12686 ^ 1
10595 ^ 11205 ^ 1
10595 ^ 13782 ^ 1
10595 ^ 9835 ^ 1
10595 ^ 11206 ^ 1
10595 ^ 10922 ^ 1
10595 ^ 14287 ^ 1
10595 ^ 10668 ^ 1
12344 ^ 9520 ^ 3
12344 ^ 10396 ^ 2
12344 ^ 10389 ^ 2
12344 ^ 12428 ^ 2
12344 ^ 12035 ^ 2
12344 ^ 12000 ^ 1
12344 ^ 10372 ^ 1
12344 ^ 11206 ^ 1
12344 ^ 10147 ^ 1
12344 ^ 12037 ^ 1
12344 ^ 8971 ^ 1
12344 ^ 13345 ^ 1
12344 ^ 10193 ^ 1
12344 ^ 11244 ^ 1
12344 ^ 10166 ^ 1
12344 ^ 10931 ^ 1
12344 ^ 12262 ^ 1
12344 ^ 11098 ^ 1
10668 ^ 11206 ^ 8
10668 ^ 10583 ^ 8
10668 ^ 12988 ^ 4
10668 ^ 10193 ^ 3
10668 ^ 9665 ^ 2
10668 ^ 9249 ^ 2
10668 ^ 12368 ^ 1
10668 ^ 10396 ^ 1
10668 ^ 11262 ^ 1
10668 ^ 10066 ^ 1
10668 ^ 13415 ^ 1
10668 ^ 13890 ^ 1
10668 ^ 9885 ^ 1
10668 ^ 12499 ^ 1
10668 ^ 9520 ^ 1
10668 ^ 8942 ^ 1
10668 ^ 10211 ^ 1
10668 ^ 10166 ^ 1
10615 ^ 12262 ^ 5
10615 ^ 12748 ^ 4
10615 ^ 11215 ^ 4
10615 ^ 9520 ^ 3
10615 ^ 11812 ^ 2
10615 ^ 10954 ^ 1
10615 ^ 11143 ^ 1
10615 ^ 11133 ^ 1
10615 ^ 9595 ^ 1
10615 ^ 11206 ^ 1
10615 ^ 13349 ^ 1
10615 ^ 13798 ^ 1
10615 ^ 11678 ^ 1
10615 ^ 9597 ^ 1
10615 ^ 13249 ^ 1
10615 ^ 10193 ^ 1
10615 ^ 10990 ^ 1
10615 ^ 12636 ^ 1
12527 ^ 9520 ^ 6
12527 ^ 13887 ^ 4
12527 ^ 12262 ^ 3
12527 ^ 13345 ^ 2
12527 ^ 11206 ^ 2
12527 ^ 10710 ^ 1
12527 ^ 12526 ^ 1
12527 ^ 12035 ^ 1
12527 ^ 10928 ^ 1
12527 ^ 13757 ^ 1
12527 ^ 12630 ^ 1
12527 ^ 10257 ^ 1
12527 ^ 11399 ^ 1
12527 ^ 12430 ^ 1
12527 ^ 10541 ^ 1
12527 ^ 13774 ^ 1
12527 ^ 11117 ^ 1
12527 ^ 12819 ^ 1
13729 ^ 12262 ^ 3
13729 ^ 9211 ^ 2
13729 ^ 11206 ^ 2
13729 ^ 9973 ^ 1
13729 ^ 13699 ^ 1
13729 ^ 9997 ^ 1
13729 ^ 13802 ^ 1
13729 ^ 12630 ^ 1
13729 ^ 10396 ^ 1
13729 ^ 11117 ^ 1
13729 ^ 14085 ^ 1
13729 ^ 10613 ^ 1
13729 ^ 10082 ^ 1
13729 ^ 9611 ^ 1
13729 ^ 14287 ^ 1
13729 ^ 9522 ^ 1
13729 ^ 12452 ^ 1
13729 ^ 13241 ^ 1
9394 ^ 12262 ^ 7
9394 ^ 11839 ^ 2
9394 ^ 10389 ^ 2
9394 ^ 11678 ^ 2
9394 ^ 12499 ^ 2
9394 ^ 9520 ^ 2
9394 ^ 12124 ^ 2
9394 ^ 12000 ^ 1
9394 ^ 12748 ^ 1
9394 ^ 12430 ^ 1
9394 ^ 11206 ^ 1
9394 ^ 10710 ^ 1
9394 ^ 11222 ^ 1
9394 ^ 10922 ^ 1
9394 ^ 10112 ^ 1
9394 ^ 14281 ^ 1
9394 ^ 9437 ^ 1
9394 ^ 12428 ^ 1
14100 ^ 12262 ^ 4
14100 ^ 9520 ^ 3
14100 ^ 13798 ^ 3
14100 ^ 12430 ^ 2
14100 ^ 12035 ^ 2
14100 ^ 13902 ^ 2
14100 ^ 9737 ^ 1
14100 ^ 8909 ^ 1
14100 ^ 13667 ^ 1
14100 ^ 8914 ^ 1
14100 ^ 11636 ^ 1
14100 ^ 10742 ^ 1
14100 ^ 14287 ^ 1
14100 ^ 12436 ^ 1
14100 ^ 10762 ^ 1
14100 ^ 10593 ^ 1
14100 ^ 9835 ^ 1
14100 ^ 9181 ^ 1
9759 ^ 9774 ^ 2
9759 ^ 10281 ^ 1
9759 ^ 11206 ^ 1
9759 ^ 10084 ^ 1
9759 ^ 9422 ^ 1
9759 ^ 11627 ^ 1
9759 ^ 9770 ^ 1
9759 ^ 11233 ^ 1
9759 ^ 8685 ^ 1
9759 ^ 10990 ^ 1
9759 ^ 12867 ^ 1
9759 ^ 8895 ^ 1
9759 ^ 14130 ^ 1
9759 ^ 11468 ^ 1
9759 ^ 13899 ^ 1
9759 ^ 11148 ^ 1
9759 ^ 9608 ^ 1
9759 ^ 9812 ^ 1
11818 ^ 12630 ^ 3
11818 ^ 12262 ^ 3
11818 ^ 13804 ^ 2
11818 ^ 9333 ^ 2
11818 ^ 12988 ^ 2
11818 ^ 12413 ^ 2
11818 ^ 11206 ^ 2
11818 ^ 11070 ^ 1
11818 ^ 12101 ^ 1
11818 ^ 13536 ^ 1
11818 ^ 11678 ^ 1
11818 ^ 13075 ^ 1
11818 ^ 13410 ^ 1
11818 ^ 13711 ^ 1
11818 ^ 10583 ^ 1
11818 ^ 14287 ^ 1
11818 ^ 13697 ^ 1
11818 ^ 11098 ^ 1
14117 ^ 11206 ^ 5
14117 ^ 12262 ^ 4
14117 ^ 9632 ^ 4
14117 ^ 11148 ^ 2
14117 ^ 9442 ^ 2
14117 ^ 11129 ^ 2
14117 ^ 9249 ^ 1
14117 ^ 12149 ^ 1
14117 ^ 13881 ^ 1
14117 ^ 13176 ^ 1
14117 ^ 9719 ^ 1
14117 ^ 12182 ^ 1
14117 ^ 11802 ^ 1
14117 ^ 13500 ^ 1
14117 ^ 11691 ^ 1
14117 ^ 11140 ^ 1
14117 ^ 10868 ^ 1
14117 ^ 11175 ^ 1
9060 ^ 12172 ^ 10
9060 ^ 11206 ^ 4
9060 ^ 12262 ^ 4
9060 ^ 13775 ^ 2
9060 ^ 10211 ^ 2
9060 ^ 11098 ^ 2
9060 ^ 12451 ^ 1
9060 ^ 12441 ^ 1
9060 ^ 12857 ^ 1
9060 ^ 10579 ^ 1
9060 ^ 10896 ^ 1
9060 ^ 11594 ^ 1
9060 ^ 10396 ^ 1
9060 ^ 14221 ^ 1
9060 ^ 12040 ^ 1
9060 ^ 9770 ^ 1
9060 ^ 9835 ^ 1
9060 ^ 10583 ^ 1
11070 ^ 12262 ^ 6
11070 ^ 11444 ^ 2
11070 ^ 12242 ^ 2
11070 ^ 12452 ^ 2
11070 ^ 10866 ^ 1
11070 ^ 13775 ^ 1
11070 ^ 12124 ^ 1
11070 ^ 12891 ^ 1
11070 ^ 12888 ^ 1
11070 ^ 11149 ^ 1
11070 ^ 9770 ^ 1
11070 ^ 11654 ^ 1
11070 ^ 12413 ^ 1
11070 ^ 13133 ^ 1
11070 ^ 8745 ^ 1
11070 ^ 13890 ^ 1
11070 ^ 13445 ^ 1
11070 ^ 10147 ^ 1
12548 ^ 11206 ^ 5
12548 ^ 12262 ^ 2
12548 ^ 12413 ^ 2
12548 ^ 9835 ^ 2
12548 ^ 11148 ^ 1
12548 ^ 11693 ^ 1
12548 ^ 12988 ^ 1
12548 ^ 12004 ^ 1
12548 ^ 9999 ^ 1
12548 ^ 13922 ^ 1
12548 ^ 10922 ^ 1
12548 ^ 10396 ^ 1
12548 ^ 12430 ^ 1
12548 ^ 9993 ^ 1
12548 ^ 10583 ^ 1
12548 ^ 11377 ^ 1
12548 ^ 12422 ^ 1
12548 ^ 9737 ^ 1
9595 ^ 11206 ^ 11
9595 ^ 10193 ^ 2
9595 ^ 12277 ^ 1
9595 ^ 10623 ^ 1
9595 ^ 10004 ^ 1
9595 ^ 12422 ^ 1
9595 ^ 12629 ^ 1
9595 ^ 11977 ^ 1
9595 ^ 9770 ^ 1
9595 ^ 11129 ^ 1
9595 ^ 9978 ^ 1
9595 ^ 10668 ^ 1
9595 ^ 9685 ^ 1
9595 ^ 12554 ^ 1
9595 ^ 10866 ^ 1
9595 ^ 13512 ^ 1
9595 ^ 9862 ^ 1
9595 ^ 12686 ^ 1
11418 ^ 10396 ^ 15
11418 ^ 11418 ^ 3
11418 ^ 10193 ^ 2
11418 ^ 10182 ^ 2
11418 ^ 10583 ^ 1
11418 ^ 10473 ^ 1
11418 ^ 14287 ^ 1
11418 ^ 9520 ^ 1
11418 ^ 13902 ^ 1
11418 ^ 11206 ^ 1
11418 ^ 10821 ^ 1
11418 ^ 12071 ^ 1
11418 ^ 11270 ^ 1
11418 ^ 12262 ^ 1
11418 ^ 9737 ^ 1
11418 ^ 9835 ^ 1
11418 ^ 12430 ^ 1
11418 ^ 13884 ^ 1
8577 ^ 3605 ^ 2
8577 ^ 5869 ^ 2
8577 ^ 175 ^ 1
8577 ^ 393 ^ 1
8577 ^ 3588 ^ 1
8577 ^ 7453 ^ 1
8577 ^ 3680 ^ 1
8577 ^ 5921 ^ 1
8577 ^ 7429 ^ 1
8577 ^ 6027 ^ 1
8577 ^ 834 ^ 1
8577 ^ 5414 ^ 1
8577 ^ 8077 ^ 1
8577 ^ 4390 ^ 1
8577 ^ 8047 ^ 1
8577 ^ 7257 ^ 1
8577 ^ 3220 ^ 1
8345 ^ 3117 ^ 6
8345 ^ 2320 ^ 3
8345 ^ 1121 ^ 2
8345 ^ 8141 ^ 2
8345 ^ 3507 ^ 2
8345 ^ 374 ^ 2
8345 ^ 853 ^ 1
8345 ^ 1486 ^ 1
8345 ^ 1732 ^ 1
8345 ^ 447 ^ 1
8345 ^ 4326 ^ 1
8345 ^ 1232 ^ 1
8345 ^ 454 ^ 1
8345 ^ 3485 ^ 1
8345 ^ 8345 ^ 1
8345 ^ 1969 ^ 1
8345 ^ 2568 ^ 1
7637 ^ 3117 ^ 47
7637 ^ 2320 ^ 24
7637 ^ 8141 ^ 9
7637 ^ 7676 ^ 2
7637 ^ 3318 ^ 1
7637 ^ 8058 ^ 1
7637 ^ 6471 ^ 1
7637 ^ 1486 ^ 1
7637 ^ 559 ^ 1
7637 ^ 6976 ^ 1
7637 ^ 3480 ^ 1
7637 ^ 6469 ^ 1
7637 ^ 7637 ^ 1
7637 ^ 2568 ^ 1
7637 ^ 259 ^ 1
7637 ^ 2088 ^ 1
7637 ^ 6685 ^ 1
5397 ^ 7307 ^ 4
5397 ^ 7706 ^ 2
5397 ^ 2416 ^ 1
5397 ^ 834 ^ 1
5397 ^ 8313 ^ 1
5397 ^ 5704 ^ 1
5397 ^ 3498 ^ 1
5397 ^ 433 ^ 1
5397 ^ 3318 ^ 1
5397 ^ 410 ^ 1
5397 ^ 1984 ^ 1
5397 ^ 120 ^ 1
5397 ^ 639 ^ 1
5397 ^ 3068 ^ 1
5397 ^ 5971 ^ 1
5397 ^ 589 ^ 1
5397 ^ 7604 ^ 1
3801 ^ 6446 ^ 5
3801 ^ 8336 ^ 2
3801 ^ 2296 ^ 2
3801 ^ 5785 ^ 1
3801 ^ 853 ^ 1
3801 ^ 7819 ^ 1
3801 ^ 1818 ^ 1
3801 ^ 518 ^ 1
3801 ^ 7451 ^ 1
3801 ^ 4701 ^ 1
3801 ^ 6213 ^ 1
3801 ^ 4598 ^ 1
3801 ^ 413 ^ 1
3801 ^ 1961 ^ 1
3801 ^ 7167 ^ 1
3801 ^ 349 ^ 1
3801 ^ 2388 ^ 1
5358 ^ 4480 ^ 6
5358 ^ 5359 ^ 5
5358 ^ 834 ^ 4
5358 ^ 7659 ^ 2
5358 ^ 1818 ^ 2
5358 ^ 5358 ^ 1
5358 ^ 3588 ^ 1
5358 ^ 3808 ^ 1
5358 ^ 5360 ^ 1
5358 ^ 341 ^ 1
5358 ^ 310 ^ 1
5358 ^ 4428 ^ 1
5358 ^ 5921 ^ 1
5358 ^ 853 ^ 1
5358 ^ 3068 ^ 1
5358 ^ 1167 ^ 1
5358 ^ 6862 ^ 1
8672 ^ 3967 ^ 15
8672 ^ 8141 ^ 9
8672 ^ 6240 ^ 7
8672 ^ 2320 ^ 5
8672 ^ 6242 ^ 3
8672 ^ 5892 ^ 3
8672 ^ 505 ^ 2
8672 ^ 4294 ^ 2
8672 ^ 7970 ^ 2
8672 ^ 3068 ^ 1
8672 ^ 4135 ^ 1
8672 ^ 3603 ^ 1
8672 ^ 6499 ^ 1
8672 ^ 520 ^ 1
8672 ^ 7626 ^ 1
8672 ^ 2691 ^ 1
8672 ^ 3027 ^ 1
1478 ^ 4191 ^ 3
1478 ^ 3808 ^ 3
1478 ^ 7430 ^ 1
1478 ^ 622 ^ 1
1478 ^ 6 ^ 1
1478 ^ 251 ^ 1
1478 ^ 6440 ^ 1
1478 ^ 1058 ^ 1
1478 ^ 3318 ^ 1
1478 ^ 346 ^ 1
1478 ^ 5973 ^ 1
1478 ^ 3162 ^ 1
1478 ^ 1097 ^ 1
1478 ^ 4480 ^ 1
1478 ^ 7725 ^ 1
1478 ^ 5892 ^ 1
1478 ^ 7992 ^ 1
6721 ^ 1060 ^ 2
6721 ^ 3588 ^ 2
6721 ^ 3605 ^ 2
6721 ^ 935 ^ 1
6721 ^ 5704 ^ 1
6721 ^ 303 ^ 1
6721 ^ 430 ^ 1
6721 ^ 369 ^ 1
6721 ^ 3645 ^ 1
6721 ^ 3427 ^ 1
6721 ^ 5674 ^ 1
6721 ^ 6965 ^ 1
6721 ^ 4428 ^ 1
6721 ^ 3027 ^ 1
6721 ^ 719 ^ 1
6721 ^ 5012 ^ 1
